Outcome,Recommendation,TargetType,RuleId,RuleName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Automation/automationAccounts/runbooks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Automation/automationAccounts/runbooks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Automation/automationAccounts/runbooks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing managed disks that are no longer required to reduce complexity and costs.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskAttached,Azure.VM.DiskAttached
Pass,"Consider resizing or optimizing storage to reduce waste by using disk sizes that align to the billing model for Managed Disks. Also consider, sizing and striping disks to optimize performance.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskSizeAlignment,Azure.VM.DiskSizeAlignment
Fail,Consider using Azure Disk Encryption (ADE) to protect VM disks from being downloaded and accessed offline.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.ADE,Azure.VM.ADE
Pass,Consider using names that meet Managed Disk naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskName,Azure.VM.DiskName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing managed disks that are no longer required to reduce complexity and costs.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskAttached,Azure.VM.DiskAttached
Pass,"Consider resizing or optimizing storage to reduce waste by using disk sizes that align to the billing model for Managed Disks. Also consider, sizing and striping disks to optimize performance.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskSizeAlignment,Azure.VM.DiskSizeAlignment
Fail,Consider using Azure Disk Encryption (ADE) to protect VM disks from being downloaded and accessed offline.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.ADE,Azure.VM.ADE
Pass,Consider using names that meet Managed Disk naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskName,Azure.VM.DiskName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing managed disks that are no longer required to reduce complexity and costs.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskAttached,Azure.VM.DiskAttached
Pass,"Consider resizing or optimizing storage to reduce waste by using disk sizes that align to the billing model for Managed Disks. Also consider, sizing and striping disks to optimize performance.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskSizeAlignment,Azure.VM.DiskSizeAlignment
Fail,Consider using Azure Disk Encryption (ADE) to protect VM disks from being downloaded and accessed offline.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.ADE,Azure.VM.ADE
Pass,Consider using names that meet Managed Disk naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskName,Azure.VM.DiskName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing managed disks that are no longer required to reduce complexity and costs.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskAttached,Azure.VM.DiskAttached
Fail,"Consider resizing or optimizing storage to reduce waste by using disk sizes that align to the billing model for Managed Disks. Also consider, sizing and striping disks to optimize performance.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskSizeAlignment,Azure.VM.DiskSizeAlignment
Fail,Consider using Azure Disk Encryption (ADE) to protect VM disks from being downloaded and accessed offline.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.ADE,Azure.VM.ADE
Pass,Consider using names that meet Managed Disk naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskName,Azure.VM.DiskName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing managed disks that are no longer required to reduce complexity and costs.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskAttached,Azure.VM.DiskAttached
Pass,"Consider resizing or optimizing storage to reduce waste by using disk sizes that align to the billing model for Managed Disks. Also consider, sizing and striping disks to optimize performance.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskSizeAlignment,Azure.VM.DiskSizeAlignment
Fail,Consider using Azure Disk Encryption (ADE) to protect VM disks from being downloaded and accessed offline.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.ADE,Azure.VM.ADE
Pass,Consider using names that meet Managed Disk naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskName,Azure.VM.DiskName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing managed disks that are no longer required to reduce complexity and costs.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskAttached,Azure.VM.DiskAttached
Pass,"Consider resizing or optimizing storage to reduce waste by using disk sizes that align to the billing model for Managed Disks. Also consider, sizing and striping disks to optimize performance.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskSizeAlignment,Azure.VM.DiskSizeAlignment
Fail,Consider using Azure Disk Encryption (ADE) to protect VM disks from being downloaded and accessed offline.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.ADE,Azure.VM.ADE
Pass,Consider using names that meet Managed Disk naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskName,Azure.VM.DiskName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing managed disks that are no longer required to reduce complexity and costs.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskAttached,Azure.VM.DiskAttached
Pass,"Consider resizing or optimizing storage to reduce waste by using disk sizes that align to the billing model for Managed Disks. Also consider, sizing and striping disks to optimize performance.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskSizeAlignment,Azure.VM.DiskSizeAlignment
Fail,Consider using Azure Disk Encryption (ADE) to protect VM disks from being downloaded and accessed offline.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.ADE,Azure.VM.ADE
Pass,Consider using names that meet Managed Disk naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskName,Azure.VM.DiskName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing managed disks that are no longer required to reduce complexity and costs.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskAttached,Azure.VM.DiskAttached
Pass,"Consider resizing or optimizing storage to reduce waste by using disk sizes that align to the billing model for Managed Disks. Also consider, sizing and striping disks to optimize performance.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskSizeAlignment,Azure.VM.DiskSizeAlignment
Fail,Consider using Azure Disk Encryption (ADE) to protect VM disks from being downloaded and accessed offline.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.ADE,Azure.VM.ADE
Pass,Consider using names that meet Managed Disk naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskName,Azure.VM.DiskName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider removing managed disks that are no longer required to reduce complexity and costs.,Microsoft.Compute/disks,PSRule.Rules.Azure\Azure.VM.DiskAttached,Azure.VM.DiskAttached
